sentimen,Tweet,sentimen-text,Target
 1,aku hanya ingin mencintai orang yang selamanya mencintaiku,Positive,Positive
 2,adik aku dah la tak suka tetamu pastu anak tetamu mengendeng dia tak sudah sudah last last dia cakap kat budak tu ,Negative,Negative
 2,mungkin aku sensitif sama komen orang salah satunya karena itu tadi bukan core aku trus tadi pagi ada temen yg ny ,Negative,Negative
 1,bahagia adalah ketika kamu memiliki orang yang peduli mencintai dan mengerti dirimu lebih dari kamu mengerti diri sendiri ,Positive,Positive
 1,contoh komik one piece buat aku pribadi ngasih tau kalo persahabatan tu gini lo sayang sama orang tu kayak mana janj ,Positive,Positive
 2,berarti cowo itu emg brengsek sampe tega ninggalin tapi maaf menurutku lebih baik langsung ditinggal drpd nanti ,Negative,Negative
 2,aku tak faham ah dengan orang yang seksa binatang ni weh kau tadek hati perut ke do tu haiwan makhluk allah jugak d ,Negative,Negative
 2,aku nangis mendengarnya wkwk dia temanku aku tau dia bercanda tapi aku jg tau dia ngomong gt karena emg ada neti ,Negative,Negative
 2,aku tambahin ya bangelamat juga manusia2 bertopeng di jagat maya aku doakan sukses jadi penipu kelas duni ,Negative,Negative
 1,seketika aku sadar bahwa bahagia tentang kita berhenti di 'semoga' ,Positive,Negative
 1,cowok aku janji aku ga bakalan gitu lagi aku sayang ama kamu kamu percaya kan ama aku cewek ,Positive,Positive
 1,biasane soale aku ngono seh,Positive,Negative
 2,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yg kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu ,Negative,Positive
 1,aku cinta kamu dan kamu cinta aku kita berdua saling mencintai selamanya ,Positive,Positive
 1,nasib baik aku sejenis yang iyaa kan aja even aku tahu tu semua bongak je lebih ,Positive,Negative
 1,air ni panas sangat aku nak minum tak nyempat nak bagi sejuk dulu haha,Positive,Negative
 1,padahal lucu aku dari pada kucingnya ,Positive,Negative
 1,kamu tidak merasakan kuliah sambil mengagumi,Positive,Negative
 2,dan sekiranya engkau tidak memberi ampun kepadaku dan tidak belas kasihan kepadaku niscaya aku termasuk orang orang yg merugi 11 47 ,Negative,Negative
 1,ppangon hahahaha gapala lhaaa gemasss tangan lele harus dimuseumkan karna aku juga suka ,Positive,Positive
 1,nanti2 lah aku cita yun hahahaha,Positive,Positive
 2,jika aku bsa jadi bagian dari dirimu aku mau jadi airmatamu yg trsimpan di hatimu lahir dari matamu hidup di pipimu dan mati di bibirmu,Negative,Negative
 2,sorry meera aku tinggalkan kau,Negative,Negative
 2,aku sedih ',Negative,Negative
 2,tapi kalau jaemin yang itu sih pas aku lagi cerita bukannya dengerin malah ngajak ribut bedegong emang ,Negative,Negative
 2,once kau dah malukan kawan aku dekat orang lain ataupun dalam group mana pun takkisah la kau ni kawan rapat aku ke ,Negative,Negative
 2,sedih sih gabisa ikut lomba padahal aku suka banget olahragaaa,Negative,Negative
 1,tetaplah aku yang paling cantik ,Positive,Positive
 2,itu bukan aku itu orang lainnn ,Negative,Negative
 2,aku dijaga orang tuaku lebih 2 dekad untuk merasa hancur di tanganmu sesaat ,Negative,Negative
 2,betapa ternyata patah hati itu jauh lebih mudah ketimbang jatuh cinta aku membutuhkam waktu sekian lama untuk jatuh cinta ,Negative,Negative
 2,yaallah pengen nonton searching tapi aku benci jumpscare,Negative,Negative
 2,aku ingin membantah pemikiran mistis itu seram ,Negative,Negative
 1,uda selesai latian nih hihihikg lg otw pulanggg lelah tapi seru juga tadi bareng sm tim j goodnight semuanya besok ,Positive,Positive
 1,sini sama aku aja,Positive,Positive
 2,aku awkward gak muna fik,Negative,Negative
 2,seberapa tidak menyakinkannya saat aku pura pura baik baik saja ketika kau bersisisan tertawa dan berjalan dengan seseora ,Negative,Negative
 2,kau bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yg tak kenal aku pernah kena kacau le ,Negative,Negative
 1,nah udh ngerti kan aku mau nya apaan,Positive,Negative
 1,mmbhhhh buduuuuu caliiiii hahahahahahahahahhahahhhhahhhhha aku tepakaaaaiiii,Positive,Positive
 1,aku tetep pake sih,Positive,Positive
 1,selamat pagiii aku ada kegiatan lagi today puji tuhan yaaaah kamu ngapain nih hari iniemangat ya inget usaha ber ,Positive,Positive
 2,ingatkan bila aku sedih kau sebagai kawan baik nk comfort kan aku rupanya bila aku menangis kau boleh gelak saka ,Negative,Negative
 2,bagiku menerima org yg baru adalah toksik buat tubuhku itu artinya aku harus melupakan kamu membuat kenangan deng ,Negative,Negative
 2,ahahaha ga tau sih tapi aku ngerasanya pasti ga enak banget kalo diputusin cmn via text kecuali mah kalo ldr ,Negative,Negative
 2,mungkin aku terlampau penat sampai tak sedar yang aku dah buat silap ,Negative,Negative
 1,aku gelakkan diri sendiri je lah hahahahahaha done ,Positive,Negative
 2,bodo punya sally nak main pasir tak pasal aku gak yang kena tanggung adu yang alice pun bingai beli pemadam ,Negative,Negative
 1,lucu do tadi kak cafe asal mana dik mearawak kak k cafe org mana me kuching kak k cafe ohhh org bandar ,Positive,Positive
 2,suruh anai tuh muntah balikkk hahaha bodohhhh laaa ,Negative,Negative
 2,barusan nonton sekigehara anu gimana ya aku udah bela2in search sejarah nya tonton ulang film nya tetep aja ndak ,Negative,Negative
 2,baru aja buka grup kelas dan isinya menyinggung tentang aksi mahasiswa di pekanbaru kemarin bingung harus gimana aku tu ,Negative,Negative
 2,halah boong kamu,Negative,Negative
 1,aku gak suka ambil pusing aku sukanya kamu jadi tolong jangan bikin pusing ,Positive,Negative
 1,eh kau tak baik tau ibu dia dengan aku selalu chat takpela biarlah aku jadi adik tiri dia hahahaha kan ,Positive,Negative
 1,hujan aku sukakan hujan kerana hujan mendamaikan di saat hujan membasahi bumi aku sering mendongakkan kepala ke dada langit ,Positive,Positive
 1,karna itu warisan tapi kenapa aku nggak berubah karna aku nyaman dan ngerasa ini aku loh ,Positive,Positive
 2,makin murung hari hari aku teringat abah dua tahun lebih dah abah pergi ,Negative,Negative
 1,aku plg suko bilo pusak gigit rmbut aku ,Positive,Negative
 2,jangan malakin aku brlum main drama udah di palakkin aja hasemeleh 3,Negative,Negative
 1,dia nyet nyet panjang pasal aurat baby bump tuo aku ckp la gi mampos please hahahahahah kau ada vellfire putih ke,Positive,Negative
 2,aku blm prnah punya satu pun album bts apalgi pas bgt bias ku namjo ,Negative,Negative
 1,aku bergaya ikut kemampuan bukan ikut orangebab aq sedar aq bukan ank org senang syukurselalu,Positive,Positive
 2,aku hanya rindu bukan ingin kau kembali,Negative,Positive
 1,aku pun geli juga kadang hose tu ada dalam lubang jamban ,Positive,Negative
 2,kukira hanya aku kukira dispesialkan ternyata tidak dia juga ,Negative,Negative
 2,andai saja aku bisa ketemu sama kamu wahai sang bidadari tetapi itu semua cuma dalam hayalan sahaja teens paulina,Negative,Negative
 2,motivasi hari ini terlalu byk penderitaan membuat resistensi akan dampak2 negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok,Negative,Negative
 1,aku cuci tangan guna pencuci muka hadalabo hahahahaha ngantuk sangat ke ni sampai tak boleh beza pencuci muka ngan pencuci tangan ,Positive,Negative
 2,muka kamu yg tua maksudnya,Negative,Negative
 1,masalah yang anda hadapi bukan untuk menjatuhkanmu tetapi agar kamu bisa berpikir lebih dewasa hari ini kemarin dan s ,Positive,Negative
 2,sing ayu wae tok sio sio opo meneh aku sing elek mas mungkin wis tok tendang tekan pluto kono ,Negative,Negative
 2,aku kiciwa sama diri aku paksyet ,Negative,Negative
 2,jangan kau ungkit jangan tinggalkan aku jfclosedday,Negative,Negative
 2,eh aku tak pernah menangis pun dah sekolah menengah dah kowt still nangis lagi aku rasa kau mungkin hati batu or takda perasaan kowt,Negative,Negative
 1,warga bangladesh ni bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depa tadi tudiaaaa bau sabun baby johnson baguih2,Positive,Negative
 2,paling babi bila aku dah beli phone almost 4k lepastu senang senang nak turunkan 1k wth man im pissed off ,Negative,Positive
 2,sakitan mana sama ga di kasih kabar sama dosen ,Negative,Negative
 1,rlt oqe plg tidak kamu sudah jujur ,Positive,Negative
 1,nama di rubah jadi mbak cantik makasih loo mba sering sering aja aku jadi geer ,Positive,Negative
 1,alhamdulillah masih hidup lagi aku huhuhu,Positive,Negative
 2,betui ke orang cakap lelaki suka awek brutal tapi kenapa aku yang brutal ni kena tinggal juga ,Negative,Negative
 2,aku wong jowo cok ,Negative,Negative
 1,kamu perhatian aku tambah sayang ,Positive,Positive
 1,hahaha galaq tp lucu aku tuh mbak wkwkwk,Positive,Negative
 1,kamu bagaikan peri hari hari yg menemani aku dan membuatku tak sepi iyakamu,Positive,Positive
 1,bestfriend aku jelah yang boleh faham aku sepenuhnya yang tahu time bila aku moody aku sedih aku happy amp everything di ,Positive,Positive
 2,kadang2 aku rasa kau terpaksa kau tak rela pun tapi sebab nak menjaga hati ,Negative,Positive
 1,kamu ngga sendiri ,Positive,Negative
 1,kalau kau lupa aku siap ah kau,Positive,Positive
 1,beli dong nanti beliin aku juga ,Positive,Negative
 1,hehe tau aja kamu,Positive,Positive
 2,terima kasih untuk kawan baik aku yang pernah tinggalkan aku niebenarnya aku lagi rela kau pergi dari stay dengan aku ,Negative,Negative
 1,aku membela pancasila pada saat yg sama pki mrlakukan kudeta berdarah karena kudeta itu tak berhasil pki lalu diganyang ha ,Positive,Negative
 1,diriku sendiri karena aku adalah idaman ,Positive,Positive
 2,bukan aku lagi ga mood baking tapi baking bisa ningkatin moodku perubahan mindset kecil kyk gini bisa ngerubah ,Negative,Positive
 2,aku memang push kau aku peduli apa,Negative,Positive
 1,aduh percaya deh gak ada yg gak mungkin di dunia ini kalau beneran gue dapet 1m dari gojek tgl 19 nanti wkwkwkwkwkwwkw ,Positive,Negative
 2,hahahha apa ni aku gak ngerti dong ,Negative,Negative
 2,aku mati gk ada yg nafkahin km,Negative,Negative
 2,keeping all the money money yang banyak ya allah takut sangat sebenarnya duit orang duit dana aku dari zaman se ,Negative,Negative
 1,aku mau ,Positive,Positive
 1,aku dah moveon tau kenapa senyum dekat aku tdi aku dah cair balik ,Positive,Negative
 1,aku beruntung ,Positive,Positive
 1,taklah menarik sangat dua sim camera tambah s tukar plus kpd max apa yg buat aku tertarik dari dulu sampai ,Positive,Negative
 2,jadi cuma aku yang selalu kangen lebih dulu ,Negative,Positive
 2,kok qm jhtm aku,Negative,Negative
 1,jika suatu saat nanti ada yang mencintai kamu dengan segenap hatinya jagalah dia baik baik teens abel,Positive,Positive
 2,lihat aku aku juga ingin diperhatikan pernah kamu bertanya padaku apa aku baik2 saja aku disini aku ada aku h ,Negative,Negative
 1,aku hanya ingin mencintai orang yang memiliki rasa cinta hanya padaku untuk selamanya,Positive,Positive
 2,udah yang sabar paling ya jodohnya kamu bukan dia sambil ngelus punggung temen saya saya bilang gitu lhadalah ,Negative,Negative
 2,memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku ,Negative,Negative
 1,aku suka liat kamu ketawa seperti ini jaga senyum dan tawa mu my bear karna kamu sumber kebahagiaan ku saran ,Positive,Positive
 2,dia nya nakal masa aku lagi liatin sesuatu dia lansung cium akuu lt ,Negative,Negative
 1,kalau kamu ingin sukses cuma satu kata kuncinya jangan pernah menyerah ,Positive,Positive
 1,hahahahahaaa,Positive,Positive
 1,aku rasa macam nak bercerita la malam ni hahahaha tajuk yang aku nak cerita ni pasal kekasih yang tak wujud ya ini ,Positive,Negative
 2,aku benci tapi aku harus katakan ya,Negative,Negative
 2,aku diam bukan tak amik kisah langsung kadang kadang tu stalk jugak ,Negative,Negative
 2,dah dah lah tu blame aku in everything,Negative,Negative
 1,golden sumpah dia loyal banget walaupun udah gede juga aku jadi kangen punya mbah buyut ku ,Positive,Positive
 1,siapapun itu masalahnya bukan siapa atau kenapa tapi gimana cara kita melihat dn terlihat bukan kata aku juga ,Positive,Negative
 1,bener bgt jadi jangan sembarangan kalo udah di sana jangan banyak tingkah ngomong dijaga aku yg cuma nola ,Positive,Negative
 2,aku menyesal tlah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kau cepat kembali pu ,Negative,Negative
 1,oh tuhan tolong aku sampaikan pesan ini padanya agar dia tahu bahwa kini aku jatuh cinta afgan pesan cinta updatelirik,Positive,Positive
 1,hahahahahaha kenyal kenyal berasa yupie ya aku ,Positive,Positive
 1,iyaa kaa t t iyaka aminn kita berdoa agar mx bisa kesini pas mondoongie aku masii baik baik saja ,Positive,Positive
 1,aku kalau pegi ecm kan mmg aku hanya guna toilet gsc jebb bersih gilaaa siap steady boleh berakk lagi hahahahaha,Positive,Positive
 2,hah gimana gimana ,Negative,Negative
 1,kamu itu seperti bintang tidak selalu bisa kulihat dan kutemui tapi selalu ada di hati dan pikiranku teens rika,Positive,Positive
 1,kenapaih kamu tuh kaloenyum bikin aku meleleh ,Positive,Negative
 1,trimakasih sobat twater trimakasih berkatmu aku jdi boros hari ini hehe ,Positive,Negative
 2,gak ah nanti kamu halunya nambah tinggi ,Negative,Negative
 2,entahlah der aku takde feeling apa grad stpm ni act mcm yelah nak meriah pun aku standart sekolah je lain lah k ,Negative,Negative
 1,kebahagiaan tidak akan habis hanya karena membaginya ketahuilah kebahagiaan bertambah ketika kamu bersedia untuk berbag ,Positive,Positive
 1,ahh gituu maniss banget soalnya hehe btw semangat loving yourselfnya kak aku juga masih struggling ,Positive,Positive
 2,aku dah cuba untuk menjadi yg terbaik tapi kau x pernah nampak,Negative,Negative
 2,eh emang rpp apa wkwk wah aku salah permikiran,Negative,Negative
 2,cuuukkkk mbak ya allah pengen misuh ngekek ,Negative,Negative
 1,kzl gini doang ngakak aku tuh ,Positive,Negative
 2,sayang jangan gitu dong aku takkan berbohong aku akan jujur sayang aku tak akan berdustaaaa,Negative,Positive
 2,aku bukan siapa siapa untukmu karena aku hanya bot,Negative,Negative
 1,kalau kau ajak aku pun memang aku tak nak pergi tapi kau kena jugak ajak aku aku lebih suka tolak jemputan orang daripa ,Positive,Negative
 2,sangat dan aku kesal sekali,Negative,Negative
 1,aku dong,Positive,Positive
 1,hahaha kenapa orang sekeliling aku macam ni eh,Positive,Negative
 2,ew over cringe aku dibuatnya,Negative,Negative
 2,gamau ah kamu bau ,Negative,Negative
 1,hahahahhahha aku tak macing dah oii sebab aku selalu dapat stok papazola sis gibab,Positive,Positive
 1,aku pun ade kawan baik yg kawan lame aku sayang sgt tapi die dah taknak dgn aku dan aku pon taknak kwn dgn dia aku cam per ,Positive,Positive
 2,aku juga nangis pas itu baper jadi pengen nikahh ,Negative,Negative
 1,dia ni aku masal ikan goreng kicap pun kata sedapnya haha itulah kalau org bekerja pastu lum lunch lg benda si ,Positive,Negative
 1,hahahaha iya bener aku juga gemes sumpah wkwk tiap ngetap tiap ngakak ,Positive,Positive
 1,gemas aku sama kamu yang boleh cium engga ,Positive,Positive
 2,dan aku sempatlah kata terima kasih dekat abg tu dan sempat gak maki akak tu dalam hati sambil airmata jurai dri ,Negative,Negative
 1,jadiiii kalo pacar kalian sibuk tuh jangan deh mikirnya abcde mikir aja demi masa depan dia aku dulu juga mikir ,Positive,Negative
 2,aku ambik pengajaran dan iktibar dari org yg sudah kehilangan ibu atau bapa mereka mereka lagi rindu parents dia ,Negative,Positive
 2,orang kata jangan benci nanti lama lama jadi sayang patutlah jerawat aku tak hilang sebab aku benci gila dekat dia ,Negative,Negative
 2,ni aku nak tanya sikit ni tak penat ke lepas dah kena dump pastu cari yang lain as replacement yang sedihnya pastu kena ,Negative,Negative
 2,aku ni tak payah confess pun dah boleh tau kena reject ,Negative,Negative
 1,aaaa aku senank aku senank iyasi ya pasti harus udah ngitung teknis resources nya juga hahaha seru y ,Positive,Positive
 1,maaf aku ketawa,Positive,Positive
 1,pebenda mimpi tadi ni aku dah balik mesia pastu nyesal pastu nak dtg sini balik haha,Positive,Negative
 2,aku dapat rasakan seolah olah allah mendengar segala rintihan hatikuungguh ciptaan allah itu indah belaka ,Negative,Positive
 2,aku lebih memilih kehilangan kamu daripada terus memaksamu untuk tetap bersamaku tanpa cinta ,Negative,Negative
 1,gantengnya diaa wish me luckemoga kamu selalu dimudahkan dalam segala urusan ,Positive,Positive
 2,apa yang aku lakukan selama ini ,Negative,Positive
 1,iiiieeeeyy samaan kaya aku dung,Positive,Negative
 2,itutuuuh ituuuu parah ini lebihlebih si galaunya semoga dapet bocoran apa bedanya deh hmm aku jg msh nyari2 soalnyaa,Negative,Negative
 2,kamu kemana aja sampe saat ini ko ngga ada kabarnya ,Negative,Negative
 1,jaebum otak kanannya dominan kali ya pas dong aku sm jaebum complete each other hahahaha,Positive,Negative
 2,cuma unni yg bilang aku jahat,Negative,Negative
 2,kamu kemana aja ga nelpon ga ngabarin emang kamu ngerjain apa sihibuk banget aku marah maaf sayang aku ,Negative,Negative
 2,saat aku seperti kehilangan diri sendiri berorganisasi tak membuat ku merasa lebih baik bercengkramapun tak membu ,Negative,Negative
 2,aku gak mau anak ig masuk ke twitter ,Negative,Negative
 2,aku menarik diri aku lari aku menyembunyikannya sendiri aku berlagak seolah olah semuanya berjalan normal ,Negative,Negative
 1,aku goyang ya bang biar lebih nikmat ,Positive,Positive
 2,aku seorang je ke rasa benda ni tak kelakar malah benda ni jugak bodoh ,Negative,Negative
 2,ya rabb ampuni aku yang sedang malas malasnyaa inii ,Negative,Negative
 1,pahamlah aku ,Positive,Positive
 2,aku diam sebab malas nak fikir serabut serabut kan otak,Negative,Negative
 2,ora aku malah mimpi jerawaten mba aku wediii ketone aku luih wedi jerawaten timbang reti mereka berdekatan ,Negative,Negative
 1,lu ya hahahahahha,Positive,Negative
 2,boleh mati aku lama2 gini,Negative,Negative
 2,aku tak cukup laju lagi nak lari daripada masalah ataupun masalah ni terlalu laju kejar aku sampai aku tak cukup tanah utk lari ,Negative,Negative
 2,ada masalah ke kalau pakai gambar sendiri as a wallpaper ada pulak yang tak puas hati dengan aku hp aku kot aku tengok ,Negative,Negative
 2,aku berkali kali baca aja ga paham maksudmu gimana nder hadehhh ga danta ngana,Negative,Negative
 2,tragis teruk yal,Negative,Negative
 1,hei kamu iyah kamu kok senymnya bikin hati meleleh sih angel chibi,Positive,Negative
 1,alhamdulillah muet band 4 aku just target band 2 je tapi alhamdulillah thank you allah ,Positive,Positive
 1,ingin menemukan seseorang yang jika bersamanya aku merasa pulang ,Positive,Positive
 2,kamu yg bohong berarti,Negative,Negative
 2,toxic bgt tetangga2mu ingin istighfar aku jadinya btw setelah membaca ceritamu aku bisa ,Negative,Negative
 1,aku juga udah kalem jadian yuk ,Positive,Positive
 2,haritu gelakkan member nak kena saman harini aku pulak cakap macam sanjung bodoh sebab nak minta lepas ,Negative,Negative
 2,aku tidak suka membenarkan bule yg kalo ngomong bahasa masih salah2elama aku ngerti aku rapopo lagian bahasa in ,Negative,Negative
 2,sender ini bukanlah aku tp dia seperti aku ,Negative,Negative
 1,kalau suatu saat nanti kamu rindu padaku maukah kamu memberitahu aku agar aku bisa langsung berlari menemuimu ,Positive,Positive
 1,semangatjalanihidupmeskipun akhir2 ini sikap dia dingin ke aku ,Positive,Negative
 1,wah fc aku dibilang cantik sama yang unyu unyu nih ,Positive,Positive
 2,ayahku cuek pelit nyebelin kata orang wajahnya garang tp dulu pas aku tidur sembarangan ayah yg menggendon ,Negative,Negative
 2,karena kata mama aku suka teriak dikamar mandi mungkin aku yg kalah ,Negative,Positive
 1,gapapa aku mah terima aja kalo dari dia wkwkwk,Positive,Negative
 1,aku tahu dia suka kau i just pretend like i dont know i already have you and you are officially mine but still a ,Positive,Positive
 2,teman seperjuangan revisi ga ada yang ambis aku pun males ambis ,Negative,Negative
 2,aku tidak ingin memutuskan,Negative,Negative
 1,aku mimpi jalan jalan naik motor sama anakku lucu sekali karena aku gak bisa bawa motor dan gak punya anak hahaa ,Positive,Positive
 1,may kilala aku hahahahaha,Positive,Negative
 1,manja ya hahahaha menurut aku ya kak kamu malah welcome banget cuma kadang typingnya suka mirip kak ,Positive,Positive
 1,dear crush aku tahu aku takboleh memilikimu jadi biarkanlah aku memilikimu dalam imaginasi aku hahah,Positive,Negative
 1,yaudah cari dulu kalo udah cari tau kasi tau aku hahahahahha,Positive,Negative
 1,salah satu perkara yg aku hargai bila dlm perhubungan ialah buah dada percuma yg disertakan sekali dgn pakej bercinta,Positive,Negative
 1,hahaha kau asal tetiba ingat aku kisah kau kisah ke tak aku sumpah tak kisah do,Positive,Negative
 2,kenapa la banyak sgt cerita kt twitter yg aku baca pasal perempuan curang korang tak kesian ke dekat lelaki yg nk halalkan korg tu ,Negative,Negative
 2,aku confuses mana satu anjingnya ,Negative,Negative
 2,jasmine gabut nadhira lagi mikir abis ini nyesel gak ya udah minjemin kaos ukuran nya ke aku cukup ,Negative,Negative
 2,ini apaan kakakz aku anakx volos g ngerti,Negative,Negative
 1,sebenernya aku gapapa sih which is itu tuh penting bgt kan karena english tuh literally international language tp prefer bah ,Positive,Negative
 2,aku tak pergi takde kawan takkan nak ber aerobik sesorang,Negative,Negative
 1,ciee nambah umur semoga diumur yg baru ini jadi makin berkah yaa tarii semoga lancar rejekiny ,Positive,Positive
 2,ya allah masyallah aku di fitnah sebegini rupa tapi mg minat bab2 goni op kiro jolo ah ore kelate ni bergetah tah tah tah,Negative,Negative
 2,wahai gurls di luar sana aku pun insecure jugak tengok perempuan cantik tapi takde lah sampai mempersoalkan ciptaan tuhan ,Negative,Negative
 1,lucu adalah ketika kamu menilai orang lain hanya dari cerita teman yang membenci orang tersebut lebih lucu lagi ,Positive,Positive
 2,kok aku ga ngerti ya ,Negative,Negative
 2,dah buat masalah cari pasai dengan aku pastu mai duk buat2 baik plak ,Negative,Negative
 2,kadang2 aku rasa kau terpaksa sayang aku walapon kau ade pilihan yang lain ,Negative,Negative
 2,helo kenapa tiba tiba aku jadi malas nak cas henfon,Negative,Negative
 2,aku takut je kalau kamera tu jatuh terpijak,Negative,Negative
 1,suatu hari nanti kamu akan tahu bahwa menjadi org baik itu lebih sulit dibndngkn mnjd org pintar kepintaran itu s ,Positive,Negative
 1,hari ini cerah yaecerah wajah kamu ,Positive,Positive
 1,aku just berpegang teguh pd ungkapan kau setia jodoh kau akn setia kalau dicurang satu hari nnti mesti akan te ,Positive,Positive
 2,stress nyo la aku main nga gini,Negative,Negative
 2,cite dia aku sakit perut pastu bas ni lambat pulak haha,Negative,Negative
 1,ya ampun aku ngakak wkkw,Positive,Negative
 1,saking aku sopan cangkemku lngsung jaluk sepuro mari ngunu mangkel dewe ,Positive,Positive
 2,ini mistis dan horror banget guys sampai aku kalau keinget langsung pingin kabur ke kuburan gali tanah dan ngumpet di sana aja ,Negative,Negative
 2,udah gausah baper dia itu ngetik cuma pake jari jadi kamu bacanya pake mata aja gausah pake hati ,Negative,Negative
 2,ada satu tahap aku rasa nak hilangkan diri dari semua orang pergi kat tempat semua orang tak dapat nak cari aku ,Negative,Negative
 2,hi kamu menjijikkan ,Negative,Negative
 2,katanya limit saldo kurang padahal limitnya sisa banyak jauh di atas harga barang pindah merchant laen dengan har ,Negative,Negative
 2,17's carat pls cheering me up aku sedih bgt ga kepilih udah mati2an komen dari part i tapi tetep ga berhasil emang ,Negative,Negative
 1,pdhal aku bisa jdi so sweet juga ko ga percaya mau bukti ayo buktiin kalo gagal barang bisa kembali ,Positive,Negative
 2,kalau aku bilang aku ga peduli dan ga care lagi dengan kamu itu yang akan aku lakukan,Negative,Negative
 1,aku tak suka aku tengah main hp pastu ada orang belakang aku aku tahu dia tak tengok pun tapi aku tk selesa hahaha ,Positive,Negative
 2,tadi pulangnya dianterin cowok ya jujur aja gak usah boong aku liat kamu di warung deket kampus enak ya makan ,Negative,Positive
 1,tapi kamu senang kan ,Positive,Positive
 1,silap aku satu jee aku ni lembut sangat ,Positive,Positive
 1,haahahahaha nak lelaki melayu lagi tp susahlah aku perati je mana2 lelaki melayu yg hensem manis ,Positive,Negative
 1,harap bila dah kawin nanti setiap kali aku pandang suami aku setiap kali tu lah aku rasa pertama kali jatuh cinta dan saya ,Positive,Positive
 2,ngakunya missqueen tp beli dvd sama beli bluray jg aku ingin menghujat diriku sendiri,Negative,Negative
 1,jangan pernah sakiti sahabatmu karena sahabat adalah cara tuhan untuk menunjukkan bahwa dia tak ingin kamu sendirian,Positive,Positive
 1,haahhaah takdelah sendu inshaallah tak kahkahkah yakin je aku haaaa takdenya takde takde ,Positive,Negative
 2,kamu jangan penasaran ah ,Negative,Negative
 1,sumpah ya daridulu kamu doang yg ngatain aku gemesin aku jadi makin yakin kalo km bohong lah knapa ,Positive,Negative
 1,hahahaha tak laa kali ni dia serious kotebab dia dah banyak kali cakap kat aku macam tu time jogging,Positive,Negative
 2,habis tu kerja ko apa do main game tgk instagram semua tu kee lepastu aku buat semua benda ehh ko ni memang babi laa ,Negative,Negative
 1,hahahahaha terhibur betul lah lol semua tempat dia tiful kan ingat ke aku sorang je perasan typo dekat caption tu ,Positive,Positive
 2,aku takut kau terajang orang tu je nanti,Negative,Negative
 1,aku ga berharap kmu nyesel setelah mungkin aku menghindar drmu aku cuma berharap kmu lebih baik dr kmu yg aku kena ,Positive,Negative
 2,ga usah comebackama aku bye ,Negative,Negative
 2,yen sampun mekaten merana uripku aku welasno kangmas aku mesakno aku aku nangis nganti metu eluh getih putih,Negative,Positive
 1,hahahahha kau diam aku tengah jadi makmum oppa aku niolat jumaat ergh,Positive,Negative
 2,yang bukan kayak kamu tris,Negative,Negative
 1,ngekk lah terhibur aku ,Positive,Negative
 2,misalkan beneran terlaksana dua2nya aku ga paham nih ,Negative,Negative
 2,katanya dia pengkhianat nah pengkhianat darimananya ituu aku gangertii,Negative,Negative
 2,kok aku kntol,Negative,Negative
 2,kembalikan mata kamu allah menitipkan matamu di dalam keadaan yang bersih maka kembalikan mata itu ,Negative,Negative
 1,bro anak ramai tu bukti jantan lelakiiapa cakap anak tu anugerah allah yang telah diberi kepada kita supaya ja ,Positive,Negative
 1,betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe those ,Positive,Negative
 2,kamu kenapa ehhh kok marahh ,Negative,Negative
 2,buat anak anak ku yang tidak bersungguh sungguh dalam pembelajaranmu hanya tidur main phone whatapps dan membuang wak ,Negative,Negative
 1,setuju bangettttt bulan ini ada dia nih diurabaya ,Positive,Negative
 2,komunis itu mirip seperti buaya kalau mulutnya menganga kita tidak tahu apakah dia sedang tersenyum atau siap siap men ,Negative,Negative
 2,salahnya karena kamu mengharamkan memilih pemimpin lalu letak haramnya dimana pilih pak klo anda cerdas tunjuk ,Negative,Negative
 1,kalau sayang dia berdoa pada allah minta allah jaga dia untuk kita ,Positive,Positive
 1,orang di header kamu kok ganteng dan menawan sekali siapa sih namanya,Positive,Positive
 2,saya anti pki pak ada masalah ,Negative,Negative
 1,saat kau berpikir tentang orang yang cantik dan tampan pikirkanlah bahwa kau adalah bagian dari mereka ,Positive,Negative
 2,kita suka crush tapi crush tak pandang kita itu perih kita suka crush tapi dia suka member kita itu teramat perih haha ,Negative,Positive
 1,ada rezeki sikit belanja lah kawan makan tak rugi pun malah bertambah lagi rezeki kita ,Positive,Negative
 2,bencana adalah bencana ada duka dan kehilangan ada saudara saudara kita yang butuh dukungan dan santunan kiranya tid ,Negative,Negative
 1,satu hal yg gw suka banget dari komunitas k pop thailand tuh mereka tertib banget walo gak digiring petugas pas n ,Positive,Positive
 1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita budaya indonesia haribatiknasional ,Positive,Positive
 2,ibu dipukuli olehekelompok orang dibandung hingga babak belur innalillahiegituadisnya mereka memu ,Negative,Negative
 1,nctzh sayanggg morning kiss dulu dong nanti yaa hmm masi ngantuk ih kamu mah orang uda siap juga i ,Positive,Negative
