NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,KRITERIA_BARANG
Panjar Penjualan CPO (262/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 262 SRM CPO PKU X 2021,98000,CPO
Panjar Penjualan CPO (265/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 265 SRM CPO PKU X 2021,98000,CPO
Panjar Penjualan CPO (276/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 276 SRM CPO PKU X 2021,98000,CPO
Panjar Penjualan CPO (285/SRM-CPO/PKU/X/2021),PANJAR PENJUALAN CPO 285 SRM CPO PKU X 2021,98000,CPO
Panjar Penjualan CPO (320/SRM-CPO/PKU/XI/2021),PANJAR PENJUALAN CPO 320 SRM CPO PKU XI 2021,98000,CPO
Uang muka PK (PALM KERNEL)  98 % ,UANG MUKA PK PALM KERNEL  98,98000,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,98210,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,98220,
Palm Kernel ( PK ) ,PALM KERNEL  PK,98690,
TBS Periode 19 Juli 2021,TBS PERIODE 19 JULI 2021,98732.70313,TBS
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,98950,
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,99160,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,99230,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,99350,
Penjualan CPO (014/SRM-CPO/PKU/I/2021),PENJUALAN CPO 014 SRM CPO PKU I 2021,99360,CPO
Minyak Sawit ( CPO ) ,MINYAK SAWIT  CPO,99460,CPO
CPO (Crude Palm Oil) Kontrak 016-CPO.IMT/LIL/VI/2021,CPO CRUDE PALM OIL KONTRAK 016 CPO IMT LIL VI 2021,99540,CPO
Minyak Sawit ( CPO ),MINYAK SAWIT  CPO,99540,CPO
TBS Periode 27-30 Oktober 2021,TBS PERIODE 27 30 OKTOBER 2021,99548,TBS
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,99570,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,99580,CPO
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99600,CPO
CRUDE PALM OIL,CRUDE PALM OIL,99640,CPO
PK (PALM KERNEL),PK PALM KERNEL,99640,
PALM KERNEL,PALM KERNEL,99650,
PALM KERNEL ,PALM KERNEL,99660,
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99690,CPO
PALM KERNEL,PALM KERNEL,99690,
PK (PALM KERNEL),PK PALM KERNEL,99720,
Minyak Sawit ( CPO ) ,MINYAK SAWIT  CPO,99730,CPO
CPO,CPO,99740,CPO
PALM KERNEL (PK),PALM KERNEL PK,99760,
Palm Kernel,PALM KERNEL,99770,
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99780,CPO
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,99780,CPO
PK (PALM KERNEL),PK PALM KERNEL,99800,
Pembelian Crude Palm Oil (CPO),PEMBELIAN CRUDE PALM OIL CPO,99800,CPO
CRUDE PALM OIL,CRUDE PALM OIL,99810,CPO
PALM KERNEL (PK),PALM KERNEL PK,99810,
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99830,CPO
CPO,CPO,99850,CPO
Palm Kernel,PALM KERNEL,99860,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,99890,CPO
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99910,CPO
PALM KERNEL,PALM KERNEL,99930,
PALM KERNEL,PALM KERNEL,99940,
PK (PALM KERNEL),PK PALM KERNEL,99940,
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,99950,CPO
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,99960,CPO
Crude Palm Oil,CRUDE PALM OIL,100000,CPO
Inti Sawit ( PK ) ,INTI SAWIT  PK,100000,
"PALM KERNEL (Kadar Air 8% max, Kadar Kotoran 8% max)",PALM KERNEL KADAR AIR 8 MAX KADAR KOTORAN 8 MAX,100000,
PENJUALAN CPO (003/CPO/KSP-SIP/I/2021),PENJUALAN CPO 003 CPO KSP SIP I 2021,100000,CPO
PENJUALAN CPO (019/CPO/SRJ-IMT/II/2021),PENJUALAN CPO 019 CPO SRJ IMT II 2021,100000,CPO
PENJUALAN CPO (027/CPO/SRJ-IMT/IV/2021),PENJUALAN CPO 027 CPO SRJ IMT IV 2021,100000,CPO
PENJUALAN CPO (071/CPO/SRJ-IMT/X/2021),PENJUALAN CPO 071 CPO SRJ IMT X 2021,100000,CPO
PENJUALAN CPO (081/CPO/SPJ-IMT/VI/2021),PENJUALAN CPO 081 CPO SPJ IMT VI 2021,100000,CPO
PENJUALAN CPO (098/CPO/SRJ-TN/XII/2021),PENJUALAN CPO 098 CPO SRJ TN XII 2021,100000,CPO
PENJUALAN CPO (143/CPO/KSP-SIP/XII/2021),PENJUALAN CPO 143 CPO KSP SIP XII 2021,100000,CPO
Penjualan CPO (001/SRM-CPO/PKU/I/2021),PENJUALAN CPO 001 SRM CPO PKU I 2021,100000,CPO
Penjualan CPO (018/CPO/PNNI-IMT/III/2021),PENJUALAN CPO 018 CPO PNNI IMT III 2021,100000,CPO
Penjualan CPO (022/SRM-CPO/PKU/I/2021),PENJUALAN CPO 022 SRM CPO PKU I 2021,100000,CPO
Penjualan CPO (024/CPO/PNNI-IMT/III/2021),PENJUALAN CPO 024 CPO PNNI IMT III 2021,100000,CPO
Penjualan CPO (029/CPO/PNNI-IMT/III/2021),PENJUALAN CPO 029 CPO PNNI IMT III 2021,100000,CPO
Penjualan CPO (032/SRM-CPO/PKU/II/2021),PENJUALAN CPO 032 SRM CPO PKU II 2021,100000,CPO
Penjualan CPO (053/SRM-CPO/PKU/III/2021),PENJUALAN CPO 053 SRM CPO PKU III 2021,100000,CPO
Penjualan CPO (064/SRM-CPO/PKU/III/2021),PENJUALAN CPO 064 SRM CPO PKU III 2021,100000,CPO
Penjualan CPO (078/CPO/PNNI-IMT/IX/2021),PENJUALAN CPO 078 CPO PNNI IMT IX 2021,100000,CPO
Penjualan CPO (078/SRM-CPO/PKU/IV/2021),PENJUALAN CPO 078 SRM CPO PKU IV 2021,100000,CPO
Penjualan CPO (090/SRM-CPO/PKU/IV/2021),PENJUALAN CPO 090 SRM CPO PKU IV 2021,100000,CPO
Penjualan CPO (112/CPO/PNNI-TN/XII/2021),PENJUALAN CPO 112 CPO PNNI TN XII 2021,100000,CPO
Penjualan CPO (143/SRM-CPO/PKU/VI/2021),PENJUALAN CPO 143 SRM CPO PKU VI 2021,100000,CPO
Penjualan CPO (190/SRM-CPO/PKU/VIII/2021),PENJUALAN CPO 190 SRM CPO PKU VIII 2021,100000,CPO
Penjualan CPO (199/SRM-CPO/PKU/VIII/2021),PENJUALAN CPO 199 SRM CPO PKU VIII 2021,100000,CPO
Penjualan CPO (202/SRM-CPO/PKU/VIII/2021),PENJUALAN CPO 202 SRM CPO PKU VIII 2021,100000,CPO
Penjualan CPO (207/SRM-CPO/PKU/VIII/2021),PENJUALAN CPO 207 SRM CPO PKU VIII 2021,100000,CPO
Penjualan CPO (230/SRM-CPO/PKU/IX/2021),PENJUALAN CPO 230 SRM CPO PKU IX 2021,100000,CPO
Penjualan CPO (235/SRM-CPO/PKU/IX/2021),PENJUALAN CPO 235 SRM CPO PKU IX 2021,100000,CPO
Penjualan CPO (241/SRM-CPO/PKU/IX/2021),PENJUALAN CPO 241 SRM CPO PKU IX 2021,100000,CPO
Penjualan CPO (261/SRM-CPO/PKU/X/2021),PENJUALAN CPO 261 SRM CPO PKU X 2021,100000,CPO
Penjualan CPO (266/SRM-CPO/PKU/X/2021),PENJUALAN CPO 266 SRM CPO PKU X 2021,100000,CPO
Penjualan CPO (271/SRM-CPO/PKU/X/2021),PENJUALAN CPO 271 SRM CPO PKU X 2021,100000,CPO
Penjualan CPO (281/SRM-CPO/PKU/X/2021),PENJUALAN CPO 281 SRM CPO PKU X 2021,100000,CPO
Penjualan CPO (297/SRM-CPO/PKU/X/2021),PENJUALAN CPO 297 SRM CPO PKU X 2021,100000,CPO
Penjualan CPO (318/SRM-CPO/PKU/XI/2021),PENJUALAN CPO 318 SRM CPO PKU XI 2021,100000,CPO
Penjualan CPO (320/SRM-CPO/PKU/XI/2021),PENJUALAN CPO 320 SRM CPO PKU XI 2021,100000,CPO
Penjualan CPO (330/SRM-CPO/PKU/XI/2021),PENJUALAN CPO 330 SRM CPO PKU XI 2021,100000,CPO
PALM KERNEL (PK),PALM KERNEL PK,100010,
PALM KERNEL (PK),PALM KERNEL PK,100030,
PK (PALM KERNEL),PK PALM KERNEL,100030,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,100060,CPO
PALM KERNEL,PALM KERNEL,100100,
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,100150,CPO
Crude Palm Oil (CPO),CRUDE PALM OIL CPO,100250,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,100250,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,100320,
PALM KERNEL,PALM KERNEL,100420,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,100840,
Palm Kernel,PALM KERNEL,101090,
Palm Kernel,PALM KERNEL,101130,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,101260,
PALM KERNEL,PALM KERNEL,101720,
PALM KERNEL,PALM KERNEL,101840,
PALM KERNEL,PALM KERNEL,101900,
CRUDE PALM OIL,CRUDE PALM OIL,101910,CPO
Palm Kernel Oil,PALM KERNEL OIL,102520,
Ongkos angkut CPO,ONGKOS ANGKUT CPO,103100,
TBS Periode 30 Oktober 2021,TBS PERIODE 30 OKTOBER 2021,103376.7969,TBS
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,103600,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,105270,
Palm Kernel,PALM KERNEL,106510,
Palm Kernel,PALM KERNEL,106720,
CRUDE PALM OIL,CRUDE PALM OIL,107300,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,107330,
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,109300,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,109420,
CPO (Crude Palm Oil) Kontrak 044-CPO.IMT/LIL/X/2021,CPO CRUDE PALM OIL KONTRAK 044 CPO IMT LIL X 2021,109560,CPO
PENJUALAN CPO (136/CPO/KSP-SIP/XI/2021),PENJUALAN CPO 136 CPO KSP SIP XI 2021,109720,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,109840,
CRUDE PALM OIL,CRUDE PALM OIL,110300,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,110890,
PALM KERNEL,PALM KERNEL,111470,
TBS Periode 08-14 Desember 2021,TBS PERIODE 08 14 DESEMBER 2021,111538,TBS
TBS PER 16-30 APR 2021 (TT 2010),TBS PER 16 30 APR 2021 TT 2010,111895,TBS
CRUDE PALM OIL,CRUDE PALM OIL,114030,CPO
CRUDE PALM OIL,CRUDE PALM OIL,114740,CPO
Crude Palm Oil,CRUDE PALM OIL,115050,CPO
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,115410,
CRUDE PALM OIL,CRUDE PALM OIL,115620,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,115620,
PK (PALM KERNEL),PK PALM KERNEL,115928,
CRUDE PALM OIL,CRUDE PALM OIL,116670,CPO
"PK/Palm Kernel, No.Kontrak 074/PM/C-PK/IV/2021",PK PALM KERNEL NO KONTRAK 074 PM C PK IV 2021,116750,
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,117310,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,118730,
PENJUALAN CPO (125/CPO/KSP-TN/X/2021),PENJUALAN CPO 125 CPO KSP TN X 2021,119290,CPO
Palm Kernel,PALM KERNEL,119520,
"PK/Palm Kernel, No.Kontrak 109/PM/C-PK/VII/2021",PK PALM KERNEL NO KONTRAK 109 PM C PK VII 2021,119810,
PALM KERNEL,PALM KERNEL,119968,
CRUDE PALM OIL KONTRAK NO. 267/SJMS/KJB-CPO/XII/2021,CRUDE PALM OIL KONTRAK NO 267 SJMS KJB CPO XII 2021,120000,CPO
Crude Palm Oil ( Pelunasan Surat Perjanjian Jual-Beli No.0141/POM-KPR/CPO/IV/2021 Tanggal 15 April 2021 PO No. 9100075199),CRUDE PALM OIL  PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0141 POM KPR CPO IV 2021 TANGGAL 15 APRIL 2021 PO NO 9100075199,120000,CPO
Crude Palm Oil (DP 95% Surat Perjanjian Jual-Beli No.0085/POM-KPR/CPO/III/2021 Tanggal 04 Maret 2021 PO No. 9100073713),CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0085 POM KPR CPO III 2021 TANGGAL 04 MARET 2021 PO NO 9100073713,120000,CPO
Crude Palm Oil (DP 95% Surat Perjanjian Jual-Beli No.0091/POM-KPR/CPO/III/2021 Tanggal 09 Maret 2021 PO No. 9100073855),CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0091 POM KPR CPO III 2021 TANGGAL 09 MARET 2021 PO NO 9100073855,120000,CPO
Crude Palm Oil (DP 95% Surat Perjanjian Jual-Beli No.0108/POM-KPR/CPO/III/2021 Tanggal 23 Maret 2021 PO No. 9100074372),CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0108 POM KPR CPO III 2021 TANGGAL 23 MARET 2021 PO NO 9100074372,120000,CPO
Crude Palm Oil (DP 95% Surat Perjanjian Jual-Beli No.0354/POM-KPR/CPO/IX/2021 Tanggal 09 September 2021 PO No. 9100080215),CRUDE PALM OIL DP 95 SURAT PERJANJIAN JUAL BELI NO 0354 POM KPR CPO IX 2021 TANGGAL 09 SEPTEMBER 2021 PO NO 9100080215,120000,CPO
Crude Palm Oil (Pelunasan Surat Perjanjian Jual-Beli No.0266/POM-KPR/CPO/VII/2021 Tanggal 15 Juli 2021 PO No. 9100078153),CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0266 POM KPR CPO VII 2021 TANGGAL 15 JULI 2021 PO NO 9100078153,120000,CPO
Crude Palm Oil (Pelunasan Surat Perjanjian Jual-Beli No.0299/POM-KPR/CPO/VIII/2021 Tanggal 05 Agustus 2021 PO No. 9100078995),CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0299 POM KPR CPO VIII 2021 TANGGAL 05 AGUSTUS 2021 PO NO 9100078995,120000,CPO
Crude Palm Oil (Pelunasan Surat Perjanjian Jual-Beli No.0308/POM-KPR/CPO/VIII/2021 Tanggal 12 Agustus 2021 PO No. 9100079226),CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0308 POM KPR CPO VIII 2021 TANGGAL 12 AGUSTUS 2021 PO NO 9100079226,120000,CPO
Crude Palm Oil (Pelunasan Surat Perjanjian Jual-Beli No.0328/POM-KPR/CPO/VIII/2021 Tanggal 24 Agustus 2021 PO No. 9100079603),CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0328 POM KPR CPO VIII 2021 TANGGAL 24 AGUSTUS 2021 PO NO 9100079603,120000,CPO
Crude Palm Oil (Pelunasan Surat Perjanjian Jual-Beli No.0350/POM-KPR/CPO/IX/2021 Tanggal 07 September 2021 PO No. 9100080115),CRUDE PALM OIL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0350 POM KPR CPO IX 2021 TANGGAL 07 SEPTEMBER 2021 PO NO 9100080115,120000,CPO
Palm Kernel ( Surat Perjanjian Jual-Beli No.0054/POM-KPR/PK/II/2021 Tanggal 10 Februari 2021 PO No. 9100072945),PALM KERNEL  SURAT PERJANJIAN JUAL BELI NO 0054 POM KPR PK II 2021 TANGGAL 10 FEBRUARI 2021 PO NO 9100072945,120000,
Palm Kernel (DP 98% Surat Perjanjian Jual-Beli No.0381/POM-KPR/PK/IX/2021 Tanggal 29 September 2021 PO No. 9100080927),PALM KERNEL DP 98 SURAT PERJANJIAN JUAL BELI NO 0381 POM KPR PK IX 2021 TANGGAL 29 SEPTEMBER 2021 PO NO 9100080927,120000,
Palm Kernel (DP 98% Surat Perjanjian Jual-Beli No.0467/POM-KPR/PK/XII/2021 Tanggal 01 Desember 2021 PO No. 9100083389),PALM KERNEL DP 98 SURAT PERJANJIAN JUAL BELI NO 0467 POM KPR PK XII 2021 TANGGAL 01 DESEMBER 2021 PO NO 9100083389,120000,
Palm Kernel (DP 98% Surat Perjanjian Jual-Beli No.0486/POM-KPR/PK/XII/2021 Tanggal 15 Desember 2021 PO No. 9100083971),PALM KERNEL DP 98 SURAT PERJANJIAN JUAL BELI NO 0486 POM KPR PK XII 2021 TANGGAL 15 DESEMBER 2021 PO NO 9100083971,120000,
Palm Kernel (Pelunasan Surat Perjanjian Jual-Beli No. 0475/POM-KPR/PK/XII/2021 Tanggal 08 Desember 2021 PO No. 9100083702),PALM KERNEL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0475 POM KPR PK XII 2021 TANGGAL 08 DESEMBER 2021 PO NO 9100083702,120000,
Palm Kernel (Pelunasan Surat Perjanjian Jual-Beli No.0083/POM-KPR/PK/III/2021 Tanggal 03 Maret 2021 PO No. 9100073689),PALM KERNEL PELUNASAN SURAT PERJANJIAN JUAL BELI NO 0083 POM KPR PK III 2021 TANGGAL 03 MARET 2021 PO NO 9100073689,120000,
PALM KERNEL,PALM KERNEL,120320,
CRUDE PALM OIL,CRUDE PALM OIL,120380,CPO
"PK/Palm Kernel, No.Kontrak 179/PM/C-PK/X/2021",PK PALM KERNEL NO KONTRAK 179 PM C PK X 2021,120460,
PALM KERNEL,PALM KERNEL,121560,
"Pembayaran Uang Muka CPO/Crude Palm Oil, No.Kontrak 039/PM/C-CPO/III/2021",PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 039 PM C CPO III 2021,121820,CPO
TBS PERIODE 26 - 28 NOVEMBER 2021,TBS PERIODE 26  28 NOVEMBER 2021,122223.3984,TBS
PALM KERNEL ,PALM KERNEL,122500,
TBS PERIODE 01 SD 02 FEBRUARI 2021,TBS PERIODE 01 SD 02 FEBRUARI 2021,123106.3984,TBS
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,123380,
CRUDE PALM OIL,CRUDE PALM OIL,124550,CPO
TBS Periode 13-19 Oktober 2021,TBS PERIODE 13 19 OKTOBER 2021,124656,TBS
PALM KERNEL,PALM KERNEL,125010,
TBS Periode 03 s.d 04 Juli 2021,TBS PERIODE 03 S D 04 JULI 2021,125016.2969,TBS
CRUDE PALM OIL,CRUDE PALM OIL,125120,CPO
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,125320,
CRUDE PALM OIL,CRUDE PALM OIL,125360,CPO
Crude Palm Oil,CRUDE PALM OIL,125430,CPO
TBS Periode 03 s.d 05 Mei 2021,TBS PERIODE 03 S D 05 MEI 2021,126387,TBS
Palm Kernel,PALM KERNEL,126970,
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,128660,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,129510,
"Transport CPO Via Sungai	 (DO 1454/CPO/1454/21/T255)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1454 21 T255",129550,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,129800,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,129860,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,130190,
TBS Periode 07 s.d 08 Oktober 2021,TBS PERIODE 07 S D 08 OKTOBER 2021,131935.9063,TBS
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,132460,
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,133460,
Palm Kernel Oil,PALM KERNEL OIL,134070,
TBS Periode 12 s.d 13 Juli 2021,TBS PERIODE 12 S D 13 JULI 2021,134751.2969,TBS
Crude Palm Oil,CRUDE PALM OIL,135238,CPO
Crude Palm Oil,CRUDE PALM OIL,135680,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,137100,
"CPO/Crude Palm Oil, No.Kontrak 058/PM/C-CPO/IV/2021",CPO CRUDE PALM OIL NO KONTRAK 058 PM C CPO IV 2021,138010,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,138070,
Crude Palm Oil,CRUDE PALM OIL,140000,CPO
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,140330,
CPO KONTRAK JUAL BELI NO.C03/MLA-IMT/I/2021,CPO KONTRAK JUAL BELI NO C03 MLA IMT I 2021,142500,CPO
CPO KONTRAK JUAL BELI NO.C03/MLA-IMT/X/2021,CPO KONTRAK JUAL BELI NO C03 MLA IMT X 2021,142500,CPO
Palm Kernel,PALM KERNEL,143280,
CRUDE PALM OIL,CRUDE PALM OIL,144070,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,145580,
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,146210,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,146840,
PENJUALAN CPO (042/CPO/KSP-SIP/IV/2021),PENJUALAN CPO 042 CPO KSP SIP IV 2021,147000,CPO
PENJUALAN CPO (135/CPO/KSP-TN/XI/2021),PENJUALAN CPO 135 CPO KSP TN XI 2021,147000,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,147200,
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,147810,
PALM KERNEL,PALM KERNEL,147918,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,147990,
CRUDE PALM OIL,CRUDE PALM OIL,148040,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,148150,
CPO (Crude Palm Oil) Kontrak 001-CPO.IMT/LIL/I/2021,CPO CRUDE PALM OIL KONTRAK 001 CPO IMT LIL I 2021,148320,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,148950,
CRUDE PALM OIL,CRUDE PALM OIL,148970,CPO
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,149670,CPO
CRUDE PALM OIL (CPO),CRUDE PALM OIL CPO,149680,CPO
PALM KERNEL,PALM KERNEL,149780,
PK ( PALM KERNEL ),PK  PALM KERNEL,149810,
PALM KERNEL (PK),PALM KERNEL PK,149840,
Ongkos angkut CPO,ONGKOS ANGKUT CPO,149910,
Ongkos angkut CPO,ONGKOS ANGKUT CPO,149980,
CPO KONTRAK JUAL BELI NO.C03/MLA-IMT/VII/2021,CPO KONTRAK JUAL BELI NO C03 MLA IMT VII 2021,150000,CPO
PALM KERNEL ,PALM KERNEL,150000,
PALM KERNEL KONTRAK NO. 038/SJMS/KJB-PK/V/2021,PALM KERNEL KONTRAK NO 038 SJMS KJB PK V 2021,150000,
PENJUALAN CPO ,PENJUALAN CPO,150000,CPO
PENJUALAN CPO (042/CPO/KSP-SIP/IV/2021),PENJUALAN CPO 042 CPO KSP SIP IV 2021,150000,CPO
PENJUALAN CPO (085/CPO/KSP-SIP/VII/2021),PENJUALAN CPO 085 CPO KSP SIP VII 2021,150000,CPO
PK ( PALM KERNEL ),PK  PALM KERNEL,150000,
Penjualan CPO (033/CPO/PNNI-IMT/IV/2021),PENJUALAN CPO 033 CPO PNNI IMT IV 2021,150000,CPO
Ongkos angkut CPO,ONGKOS ANGKUT CPO,150040,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,150230,
CRUDE PALM OIL,CRUDE PALM OIL,150335,CPO
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,150410,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,150770,
"Pembayaran Uang Muka CPO/Crude Palm Oil, No.Kontrak 183/PM/C-CPO/XI/2021",PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 183 PM C CPO XI 2021,150890,CPO
"Transport CPO Via Sungai	 (DO 1454/CPO/1155/21/T025)	 ","TRANSPORT CPO VIA SUNGAI	 DO 1454 CPO 1155 21 T025",151820,
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,152190,
FFA Premium 2350/CPO/2250/21/C029,FFA PREMIUM 2350 CPO 2250 21 C029,152550,CPO
"Pembayaran Uang Muka CPO/Crude Palm Oil, No.Kontrak 042/PM/C-CPO/III/2021",PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL NO KONTRAK 042 PM C CPO III 2021,153000,CPO
CRUDE PALM OIL,CRUDE PALM OIL,153490,CPO
TBS Periode 21-26 Oktober 2021,TBS PERIODE 21 26 OKTOBER 2021,153968,TBS
Crude Palm Oil,CRUDE PALM OIL,154190,CPO
CRUDE PALM OIL,CRUDE PALM OIL,155210,CPO
Crude Palm Oil,CRUDE PALM OIL,156190,CPO
CPO (CRUDE PALM OIL),CPO CRUDE PALM OIL,157700,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,159800,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,159910,
CRUDE PALM OIL (CPO) SESUAI KONTRAK NO. SO.004.2/10213/06-2021.22-152 DAN INVOICE NO. INV.004.1/10213/06-2021.22-137,CRUDE PALM OIL CPO SESUAI KONTRAK NO SO 004 2 10213 06 2021 22 152 DAN INVOICE NO INV 004 1 10213 06 2021 22 137,160000,CPO
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,160180,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,160210,
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,160380,
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,160680,
CRUDE PALM OIL,CRUDE PALM OIL,162290,CPO
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,162510,
Tuslaag TBS Div 4,TUSLAAG TBS DIV 4,163680,
PALM KERNEL,PALM KERNEL,165000,
Palm Kernel,PALM KERNEL,168030,
85% Uang Muka - Palm Kernel                                                                      Contract No. GSBL/PK/007/21,85 UANG MUKA  PALM KERNEL                                                                      CONTRACT NO GSBL PK 007 21,170000,
PANJAR CRUDE PALM OIL KONTRAK NO. 004/SJMS/KJB-CPO/I/2021,PANJAR CRUDE PALM OIL KONTRAK NO 004 SJMS KJB CPO I 2021,171000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 126/SJMS/KJB-CPO/VI/2021,PANJAR CRUDE PALM OIL KONTRAK NO 126 SJMS KJB CPO VI 2021,171000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 149/SJMS/KJB-CPO/VII/2021,PANJAR CRUDE PALM OIL KONTRAK NO 149 SJMS KJB CPO VII 2021,171000,CPO
PANJAR CRUDE PALM OIL KONTRAK NO. 257/SJMS/KJB-CPO/XI/2021,PANJAR CRUDE PALM OIL KONTRAK NO 257 SJMS KJB CPO XI 2021,171000,CPO
PANJAR PALM KERNEL KONTRAK NO. 058/SJMS/KJB-PK/VII/2021,PANJAR PALM KERNEL KONTRAK NO 058 SJMS KJB PK VII 2021,171000,
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,171200,
CRUDE PALM OIL (CPO) SESUAI KONTRAK NO. SO.004.2/10213/06-2021.22-152 DAN INVOICE NO. INV.004.1/10213/07-2021.22-137,CRUDE PALM OIL CPO SESUAI KONTRAK NO SO 004 2 10213 06 2021 22 152 DAN INVOICE NO INV 004 1 10213 07 2021 22 137,171340,CPO
PALM KERNEL,PALM KERNEL,172120,
