NamaBarang,JumlahBarang,type,category,confidenceLevel,explanation,quantity
Ongkos Angkut CPO,190400.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C005,191180.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2750CPO275021C005,2750
Crude Palm Oil,191540.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C027,193420.0,service,Transport service,0.9,The text refers to a transportation service for palm oil from PKSPangkalan Panji Mill to an unknown destination.,2450
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2450CPO275021C001,193500.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSBUMI SAWIT PERMAI KE BULKING BOOM BARU DO  2450CPO275021C001 is a product of palm oil fruit,2450
CRUDE PALM OIL,193600.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,193690.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 045ANJTNCPO0621 Tanggal 25 Juni 2021,194420.0,service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 045ANJTNCPO0621 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
Ongkos Angkut TBS DIV 3,194540.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL,195640.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,195900.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
PANJAR PENJUALAN CPO 095CPOSRJTNXII2021,196000.0,service,Maintenance/Repair Service,0.8,The text mentions 'PANJAR PENJUALAN CPO' which indicates a service related to the purchase of palm oil.,1
PENJUALAN CPO 104CPOKSPSIPIX2021,196000.0,product,Primary,1.0,Oil palm fruit is a primary product.,104
Panjar Penjualan CPO 027CPOPNNITNIII2021,196000.0,service,Maintenance/Repair Service,0.8,Panjar Penjualan CPO is a service that provides maintenance and repair services for oil palm processing machines and equipment.,1
Panjar Penjualan CPO 063CPOPNNITNVIII2021,196000.0,service,Maintenance/Repair Service,0.8,The text mentions 'Penjualan CPO' which is a service related to the processing of palm oil.,1
Panjar Penjualan CPO 126SRMCPOPKUVI2021,196000.0,service,Transport service,0.8,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
Panjar Penjualan CPO 179SRMCPOPKUVII2021,196000.0,product,Primary,1.0,Oil palm fruit is a primary product.,179
Panjar Penjualan CPO 193SRMCPOPKUVIII2021,196000.0,service,Maintenance/Repair Service,0.8,"The text mentions 'Penjualan' which means sale in Indonesian, and 'CPO' which is a type of palm oil, indicating that the service provided is related to the sale of palm oil products.",1
Panjar Penjualan CPO 204SRMCPOPKUVIII2021,196000.0,service,Maintenance/Repair Service,0.8,"The text mentions 'Penjualan' which means sale in Indonesian language, and it also mentions the product as 'CPO', which is a type of palm oil. Therefore, it can be classified as a service related to the maintenance or repair of palm oil processing equipment.",1
Panjar Penjualan CPO 296SRMCPOPKUX2021,196000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Panjar Penjualan CPO 306SRMCPOPKUXI2021,196000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,306
Panjar Penjualan CPO 328SRMCPOPKUXI2021,196000.0,service,Transport service,0.9,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
CRUDE PALM OIL,196310.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Crude Palm Oil,196320.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,196390.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,196460.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,196650.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,197170.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut CPO,197180.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,197310.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Penyesuaian Ongkos Angkut CPO,197310.0,service,Transport service,0.8,Ongkos angkut cpo is a transportation service for palm oil products.,1
PALM KERNEL OIL,197460.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS Div 5,197580.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Palm Kernel,197860.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,198559.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,198920.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
Ongkos Angkut TBS Div 4,199260.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Pelunasan 20 Penjualan CPO ,199470.0,service,Transport service,1.0,Pelunasan 20 is a transportation service for palm oil products.,20
Biaya Pengangkutan Crude Palm Oil CPO No DO 022DOANJIMTCPO1121,199630.0,product,Primary,1.0,Biaya Pengangkutan Crude Palm Oil CPO No DO 022DOANJIMTCPO1121 is a product of palm oil fruit.,1
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 036ANJTNCPO0521 Tanggal 02 Juni 2021,199740.0,service,Transport service,0.8,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 036ANJTNCPO0521 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
PALM KERNEL,199787.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos angkut CPO,199790.0,service,Transport service,1.0,Ongkos angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL CPO,199800.0,product,Primary,1.0,Crude palm oil (CPO) is a primary product of the oil palm fruit.,0
Palm Kernel,199830.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 036ANJIMTCPO1120 Tanggal 10 Nopember 2020,199850.0,service,Transport service,0.95,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 036ANJIMTCPO1120 Tanggal 10 Nopember 2020 is related to transportation of crude palm oil, hence it falls under the category of transport service",1
CRUDE PALM OIL,199910.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos angkut CPO,199970.0,service,Transport service,1.0,Angkutan CPO (Oil Palm Fruit Transport) is a service that provides transportation of oil palm fruit from one location to another.,1
CPOCrude Palm Oil Kontrak No028PSJCCPOII2021,200000.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
CRUDE PALM OIL KONTRAK NO 074SJMSKJBCPOIV2021,200000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
INTI KELAPA SAWIT,200000.0,product,Primary,1.0,INTI KELAPA SAWIT is a type of oil palm fruit which is the primary product of palm oil processing.,1
JASA ANGKUT CRUDE PALM OIL,200000.0,product,Primary,1.0,JASA ANGKUT CRUDE PALM OIL is a product category of Primary,100
PALM KERNEL RSPO MB,200000.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used in the processing of palm oil.,0
PENJUALAN CPO 028CPOSRJTNIV2021,200000.0,product,Primary,1.0,PENJUALAN CPO is a product of palm oil fruit.,0
PENJUALAN CPO 052CPOSRJTNVIII2021,200000.0,product,Primary,1.0,Oil palm fruit is a primary product,0
PENJUALAN CPO 058CPOSRJTNIX2021,200000.0,product,Primary,1.0,PENJUALAN CPO is a product of palm oil fruit.,0
PKPalm Kernel NoKontrak 007PMCPKI2021,200000.0,service,Maintenance/Repair Service,0.8,The product is related to maintenance and repair services for palm kernel oil processing machines.,1
PKPalm Kernel NoKontrak 147PMCPKIX2021,200000.0,service,Maintenance/Repair Service,0.8,The text mentions 'PKPalm Kernel' which is a service related to palm oil processing.,1
PKPalm Kernel NoKontrak 155PMCPKX2021,200000.0,service,Maintenance/Repair Service,0.8,The product is related to maintenance and repair services for oil palm processing equipment.,1
Palm Kernel,200000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Penjualan CPO 089CPOPNNIIMTX2021,200000.0,product,Primary,1.0,Oil palm fruit is a primary product.,0
Penjualan CPO 102SRMCPOPKUIV2021,200000.0,product,Primary,1.0,Oil palm fruit is a primary product.,102
Penjualan CPO 125SRMCPOPKUV2021,200000.0,product,Primary,1.0,"The text refers to the sale of crude palm oil (CPO), which is a primary product derived from the oil palm fruit.",125
Penjualan CPO 153SRMCPOPKUVII2021,200000.0,product,Primary,1.0,"Penjualan CPO refers to the sale of crude palm oil, which is a primary product derived from the oil palm fruit.",153
Penjualan CPO 302SRMCPOPKUXI2021,200000.0,product,Primary,1.0,Oil palm fruit is a primary product.,302
Uang Muka 80 Penjualan CPO ,200000.0,service,Transport service,0.9,Uang Muka is a transportation service for palm oil products.,80
CRUDE PALM OIL,200002.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 012ANJIMTCPO0421 Tanggal 03 Mei 2021,200060.0,service,Transport service,0.8,"Angkutan CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 012ANJIMTCPO0421 is related to the transportation of crude palm oil, which falls under the category of transport service.",3000 MT
Palm Kernel,200110.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil,201960.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,202360.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 016ANJIMTCPO0621 Tanggal 05 Juli 2021,202670.0,service,Transport service,0.8,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 016ANJIMTCPO0621 is related to the transportation of crude palm oil, which falls under the category of transport service.",5000 MT
Palm Kernel,203280.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil,203520.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 1,205320.0,service,Transport service,0.8,Ongkos Angkut is a transportation service provider for oil palm fruit.,1
PALM KERNEL,209600.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut TBS DIV 7,212460.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Tuslaag TBS Div 4,217040.0,service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 4 is a maintenance and repair service for oil palm processing machines.,1
Palm Kernel,220700.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Ongkos Angkut TBS DIV 3,221100.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
TBS PERIODE 03 SD 04 FEBRUARI 2021,222646.7031,service,Transport service,0.8,TBS PERIODE 03 SD 04 FEBRUARI 2021 refers to a transportation service for palm oil products.,1
Crude Palm Oil,224040.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,225370.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,225848.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PANJAR CRUDE PALM OIL KONTRAK NO 097SJMSKJBCPOV2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,1
PANJAR CRUDE PALM OIL KONTRAK NO 160SJMSKJBCPOVII2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,160
PANJAR CRUDE PALM OIL KONTRAK NO 162SJMSKJBCPOVII2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,162
PANJAR CRUDE PALM OIL KONTRAK NO 176SJMSKJBCPOVIII2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,1
PANJAR CRUDE PALM OIL KONTRAK NO 203SJMSKJBCPOIX2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,1
PANJAR CRUDE PALM OIL KONTRAK NO 213SJMSKJBCPOIX2021,228000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,1
Ongkos Angkut CPO,231630.0,service,Transport Service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
PALM KERNEL,232540.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,232770.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Ongkos Angkut TBS DIV 5,233300.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Ongkos Angkut TBS DIV 3,234690.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PALM KERNEL OIL,235750.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
TBS PERIODE 16 JANUARI 2021,236698.7031,service,Maintenance/Repair Service,0.8,The text mentions 'TBS PERIODE' which is a maintenance and repair service for oil palm fruit.,1
CPO KONTRAK JUAL BELI NOC02MLAIMTXII2021,237500.0,service,Maintenance/Repair Service,0.8,The text mentions 'CPO KONTRAK' which is a service contract for maintenance and repair of oil palm trees.,1
CPO KONTRAK JUAL BELI NOC03MLAIMTII2021,237500.0,service,Maintenance/Repair Service,0.8,The text mentions 'JUAL BELI' which is a service related to the maintenance and repair of oil palm trees.,1
CRUDE PALM OIL,238000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
CRUDE PALM OIL,239000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 3,239660.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
CRUDE PALM OIL KONTRAK NO 236SJMSKJBCPOXII2020,240000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL KOTRAK NO 207SJMSKJBCPOIX2021,240000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,240000.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
PANJAR PENJUALAN CPO 079CPOSRJTNX2021,241710.0,service,Maintenance/Repair Service,0.8,The text mentions 'PANJAR PENJUALAN CPO' which indicates a service related to the purchase of palm oil products.,1
CRUDE PALM OIL,241910.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,243750.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,244200.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CPO,245000.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,245000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,245430.0,service,Transport service,0.95,Ongkos Angkut CPO is a transportation service for oil palm fruit.,1
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT,245560.0,service,Transport service,1.0,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT  PKS BUMIPALMA KE BULKING RENGAT is a transport service for palm oil products,1
Ongkos Angkut CPO,245920.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,246190.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,246740.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,246740.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut TBS DIV 2,247140.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,247880.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CPO,247920.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Palm Kernel Oil,248750.0,product,Primary,1.0,Palm kernel oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,248830.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL CPO,248960.0,product,Primary,1.0,Crud palm oil is a product derived from the fruit of the oil palm tree.,0
TBS PERIODE 10 SD 14 FEBRUARI 2021,248990.4063,service,Maintenance/Repair Service,0.8,TBS PERIODE 10 SD 14 FEBRUARI 2021 is related to maintenance and repair services for palm oil processing equipment.,1
Crude Palm Oil,249050.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,249230.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT PKS BUMIPALMA KE BULKING RENGAT,249250.0,service,Transport service,0.8,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT PKS BUMIPALMA KE BULKING RENGAT is a transportation service for palm oil products from the factory to the bulk storage area.,1
Crude Palm Oil,249480.0,product,Primary,1.0,Crude Palm Oil is a product derived from the oil palm fruit and is used as raw material for various industries.,0
Ongkos angkut CPO,249520.0,service,Transport service,1.0,Ongkos angkut CPO refers to the transportation service for palm oil products.,1
CRUDE PALM OIL,249640.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Claim Mutu Premium CPO,249710.0,product,Primary,1.0,Palm oil fruit,1
Ongkos angkut CPO,249850.0,service,Transport service,1.0,Ongkos angkut CPO refers to the transportation service for palm oil products.,1
Crude Palm Oil,249960.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,250000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,250000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
PENJUALAN 250000 KG CPO,250000.0,product,Primary,1.0,PENJUALAN 250000 KG CPO is a product of palm oil fruit.,250000
UANG MUKA CRUDE PALM OIL,250000.0,product,Primary,1.0,Uang muka crude palm oil is a primary product of the oil palm fruit.,100
Uang Muka CPO 90 atas SPJB No  037MMALCBUCPOV2021,250000.0,product,Primary,1.0,Uang Muka CPO 90 atas SPJB No  037MMALCBUCPOV2021 is a product of palm oil fruit.,90
Ongkos angkut CPO,250150.0,service,Transport service,1.0,Ongkos angkut CPO refers to the transportation service for palm oil products.,1
Crude Palm Oil,250247.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,250260.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,250410.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,250454.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil,250500.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CPO,253380.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Claim Mutu Premium CPO,256010.0,product,Primary,1.0,Palm oil fruit is a primary product of the oil palm tree.,0
Tuslaag TBS Div 1,260860.0,service,Maintenance/Repair Service,0.8,Tuslaag TBS Div 1 is a maintenance and repair service for oil palm processing machines.,1
Claim Mutu Premium CPO,264500.0,product,Primary,1.0,Oil palm fruit,1
Crude Palm Oil,268850.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,269880.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,270880.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
CRUDE PALM OIL,272050.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
Ongkos Angkut TBS DIV 2,273750.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Claim Mutu Premium CPO,276230.0,product,Primary,1.0,Oil palm fruit,1
CRUDE PALM OIL,276300.0,product,Primary,1.0,Crude palm oil is a product derived from the fruit of the oil palm tree.,0
Palm Kernel,279780.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,282260.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
CPO ,285000.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
CPO KONTRAK JUAL BELI NOC02MLAIMTIX2021,285000.0,service,Maintenance/Repair Service,0.8,The text mentions 'JUAL BELI' which is a service related to the maintenance and repair of oil palm trees.,1
CRUDE PALM OIL,285000.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil CPO 285000 Kg Kontrak 603CPOSMNIMTXII2021 PO 9100084101,285000.0,product,Primary,1.0,Crude Palm Oil CPO is a primary product of the oil palm fruit.,285000
PANJAR CRUDE PALM OIL KONTRAK NO 112SJMSKJBCPOVI2021,285000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,123456789
PANJAR CRUDE PALM OIL KONTRAK NO 171SJMSKJBCPOVIII2021,285000.0,product,Primary,1.0,PANJAR CRUDE PALM OIL is a product of palm oil fruit.,1
Crude Palm Oil,287600.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,290130.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
TBS PERIODE 07 MARET 2021,290804.6875,service,Transport service,0.8,TBS is a transportation service provider for oil palm fruit.,0
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C045,291170.0,product,Primary,1.0,Palm kernel is a primary part of the oil palm fruit.,2450
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C051,292240.0,product,Primary,1.0,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285021C051,2850
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 079ANJTNCPOI120 Tanggal 19 Nopember 2020,292640.0,service,Transport service,0.8,Angkutan crude palm oil (CPO) is a service that involves transporting the raw material from one location to another.,120
Crude Palm Oil,292766.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,293260.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Ongkos Angkut TBS DIV 3,293640.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
PANJAR PENJUALAN CPO 056CPOSRJTNVIII2021,294000.0,service,Maintenance/Repair Service,0.8,The text mentions 'PANJAR PENJUALAN CPO' which is a service related to the maintenance and repair of palm oil processing equipment.,1
Panjar Penjualan CPO 278SRMCPOPKUX2021,294000.0,service,Transport service,0.9,The text mentions 'Panjar Penjualan CPO' which is a transportation service for palm oil products.,1
PALM KERNEL,294670.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Ongkos Angkut CPO,295200.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
CRUDE PALM OIL,295370.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Palm Kernel,296740.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
CRUDE PALM OIL,296800.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Ongkos Angkut CPO,297030.0,service,Transport service,1.0,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Ongkos Angkut CPO,297320.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Crude Palm Oil,297340.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
PALM KERNEL,298148.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Palm Kernel,298280.0,product,Primary,1.0,"Palm kernel is a part of the oil palm fruit and is used for various purposes such as animal feed, biofuel, and industrial applications.",0
Crude Palm Oil,298340.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
CRUDE PALM OIL,298920.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100.0
Tuslaag CPO,299070.0,product,Primary,1.0,Tuslaag CPO is a type of palm oil product.,0
Crude Palm Oil,299120.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Crude Palm Oil CPO,299140.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product derived from the oil palm fruit.,0
Crude Palm Oil CPO,299160.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
PALM KERNEL,299410.0,product,Primary,1.0,Palm kernel is a part of the oil palm fruit and is directly used for processing palm oil.,0
Crude Palm Oil CPO,299420.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 013ANJTNCPO0321 Tanggal 26 Maret 2021,299480.0,service,Transport service,0.9,"Tagihan Ongkos Angkut CPO Biaya Pengangkutan Crude Palm Oil CPO No Kontrak 013ANJTNCPO0321 is related to the transportation of crude palm oil, which falls under the category of transport service.",1
Ongkos Angkut TBS DIV 3,299510.0,service,Transport service,1.0,Ongkos Angkut is a transportation service provider,1
Crude Palm Oil,299540.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,0
Crude Palm Oil CPO,299540.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
PELUNASAN PALM KERNEL,299540.0,product,Primary,1.0,Pelunasan palm kernel is a primary product of oil palm fruit.,500
Crude Palm Oil,299620.0,product,Primary,1.0,Crude Palm Oil is a primary product of the oil palm fruit.,0
Biaya Pengangkutan Crude Palm Oil CPO No DO 073DOANJTNCPO0921,299630.0,product,Primary,1.0,Biaya Pengangkutan Crude Palm Oil CPO No DO 073DOANJTNCPO0921 is a product of palm oil fruit.,1
Crude Palm Oil CPO,299760.0,product,Primary,1.0,Crude Palm Oil (CPO) is a primary product of the oil palm fruit.,0
Ongkos Angkut CPO,299760.0,service,Transport service,0.8,Ongkos Angkut CPO is a transportation service for palm oil products.,1
Palm Kernel,299810.0,product,Primary,1.0,Palm kernel is a primary product of oil palm fruit.,0
Crude Palm Oil,299830.0,product,Primary,1.0,Crude palm oil is a primary product of the oil palm fruit.,100
